2025-05-30 13:08:37.208863
"-0.01010" LEYEZ="0.65719" LPUPILD="0.00400" LPUPILV="1" REYEX="0.02165" REYEY="-0.01314" REYEZ="0.67142" RPUPILD="0.00435" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="13" />
<REC FPOGX="0.47894" FPOGY="0.06838" FPOGS="3768.51392" FPOGD="0.17676" FPOGID="3763" FPOGV="0" LPOGX="0.51274" LPOGY="0.10730" LPOGV="1" RPOGX="0.35067" RPOGY="-0.00082" RPOGV="1" BPOGX="0.43170" BPOGY="0.05324" BPOGV="1" LPCX="0.32888" LPCY="0.54281" LPD="18.72356" LPS="1.05676" LPV="1" RPCX="0.58073" RPCY="0.55556" RPD="19.43827" RPS="1.05676" RPV="1" LEYEX="-0.04317" LEYEY="-0.01026" LEYEZ="0.66406" LPUPILD="0.00400" LPUPILV="1" REYEX="0.02109" REYEY="-0.01334" REYEZ="0.67618" RPUPILD="0.00425" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="13" />
<REC FPOGX="0.42368" FPOGY="0.13581" FPOGS="3769.62549" FPOGD="0.06274" FPOGID="3768" FPOGV="1" LPOGX="0.48007" LPOGY="0.20965" LPOGV="1" RPOGX="0.34690" RPOGY="0.07165" RPOGV="1" BPOGX="0.41348" BPOGY="0.14065" BPOGV="1" LPCX="0.32275" LPCY="0.54105" LPD="17.90688" LPS="1.08047" LPV="1" RPCX="0.57537" RPCY="0.55336" RPD="18.34386" RPS="1.08047" RPV="1" LEYEX="-0.04468" LEYEY="-0.00981" LEYEZ="0.66426" LPUPILD="0.00379" LPUPILV="1" REYEX="0.02009" REYEY="-0.01292" REYEZ="0.68362" RPUPILD="0.00405" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="13" />
<REC FPOGX="0.42203" FPOGY="0.13699" FPOGS="3769.62549" FPOGD="0.06714" FPOGID="3768" FPOGV="1" LPOGX="0.47496" LPOGY="0.23062" LPOGV="1" RPOGX="0.33614" RPOGY="0.06677" RPOGV="1" BPOGX="0.40555" BPOGY="0.14870" BPOGV="1" LPCX="0.32263" LPCY="0.54100" LPD="17.89651" LPS="1.07257" LPV="1" RPCX="0.57536" RPCY="0.55331" RPD="18.50748" RPS="1.07257" RPV="1" LEYEX="-0.04468" LEYEY="-0.00981" LEYEZ="0.66426" LPUPILD="0.00384" LPUPILV="1" REYEX="0.02009" REYEY="-0.01292" REYEZ="0.68362" RPUPILD="0.00403" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="13" />
<REC FPOGX="0.42024" FPOGY="0.13632" FPOGS="3769.62549" FPOGD="0.07422" FPOGID="3768" FPOGV="1" LPOGX="0.46696" LPOGY="0.21082" LPOGV="1" RPOGX="0.33415" RPOGY="0.04729" RPOGV="1" BPOGX="0.40055" BPOGY="0.12905" BPOGV="1" LPCX="0.32258" LPCY="0.54104" LPD="18.24414" LPS="1.06466" LPV="1" RPCX="0.57537" RPCY="0.55332" RPD="18.51714" RPS="1.06466" RPV="1" LEYEX="-0.04468" LEYEY="-0.00981" LEYEZ="0.66426" LPUPILD="0.00379" LPUPILV="1" REYEX="0.02009" REYEY="-0.01292" REYEZ="0.68362" RPUPILD="0.00403" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="13" />
<REC FPOGX="0.41881" FPOGY="0.13630" FPOGS="3769.62549" FPOGD="0.08081" FPOGID="3768" FPOGV="1" LPOGX="0.46847" LPOGY="0.21693" LPOGV="1" RPOGX="0.33485" RPOGY="0.05513" RPOGV="1" BPOGX="0.40166" BPOGY="0.13603" BPOGV="1" LPCX="0.32250" LPCY="0.54106" LPD="18.25197" LPS="1.05676" LPV="1" RPCX="0.57540" RPCY="0.55333" RPD="18.51715" RPS="1.05676" RPV="1" LEYEX="-0.04468" LEYEY="-0.00981" LEYEZ="0.66426" LPUPILD="0.00376" LPUPILV="1" REYEX="0.02009" REYEY="-0.01292" REYEZ="0.68362" RPUPILD="0.00404" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="13" />
<REC FPOGX="0.41706" FPOGY="0.13720" FPOGS="3769.62549" FPOGD="0.08765" FPOGID="3768" FPOGV="1" LPOGX="0.44685" LPOGY="0.21444" LPOGV="1" RPOGX="0.34175" RPOGY="0.08337" RPOGV="1" BPOGX="0.39430" BPOGY="0.14891" BPOGV="1" LPCX="0.32252" LPCY="0.54100" LPD="17.95728" LPS="1.05676" LPV="1" RPCX="0.57538" RPCY="0.55332" RPD="18.50842" RPS="1.05676" RPV="1" LEYEX="-0.04468" LEYEY="-0.00981" LEYEZ="0.66426" LPUPILD="0.00377" LPUPILV="1" REYEX="0.02009" REYEY="-0.01292" REYEZ="0.68362" RPUPILD="0.00406" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="13" />
<REC FPOGX="0.41630" FPOGY="0.13895" FPOGS="3769.62549" FPOGD="0.09448" FPOGID="3768" FPOGV="1" LPOGX="0.46937" LPOGY="0.25224" LPOGV="1" RPOGX="0.34189" RPOGY="0.07471" RPOGV="1" BPOGX="0.40563" BPOGY="0.16348" BPOGV="1" LPCX="0.32244" LPCY="0.54096" LPD="18.19245" LPS="1.05676" LPV="1" RPCX="0.57536" RPCY="0.55331" RPD="18.50099" RPS="1.05676" RPV="1" LEYEX="-0.04468" LEYEY="-0.00981" LEYEZ="0.66426" LPUPILD="0.00374" LPUPILV="1" REYEX="0.02009" REYEY="-0.01292" REYEZ="0.68362" RPUPILD="0.00406" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="13" />
<REC FPOGX="0.41569" FPOGY="0.14086" FPOGS="3769.62549" FPOGD="0.10156" FPOGID="3768" FPOGV="1" LPOGX="0.47071" LPOGY="0.25746" LPOGV="1" RPOGX="0.34247" RPOGY="0.08155" RPOGV="1" BPOGX="0.40659" BPOGY="0.16950" BPOGV="1" LPCX="0.32248" LPCY="0.54106" LPD="18.21162" LPS="1.04973" LPV="1" RPCX="0.57534" RPCY="0.55327" RPD="18.63657" RPS="1.04973" RPV="1" LEYEX="-0.04303" LEYEY="-0.00949" LEYEZ="0.63902" LPUPILD="0.00376" LPUPILV="1" REYEX="0.02009" REYEY="-0.01292" REYEZ="0.68362" RPUPILD="0.00405" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="13" />
<REC FPOGX="0.41491" FPOGY="0.14129" FPOGS="3769.62549" FPOGD="0.10815" FPOGID="3768" FPOGV="1" LPOGX="0.46470" LPOGY="0.21033" LPOGV="1" RPOGX="0.34005" RPOGY="0.08599" RPOGV="1" BPOGX="0.40237" BPOGY="0.14816" BPOGV="1" LPCX="0.32235" LPCY="0.54100" LPD="18.05478" LPS="1.04271" LPV="1" RPCX="0.57532" RPCY="0.55331" RPD="18.46044" RPS="1.04271" RPV="1" LEYEX="-0.04303" LEYEY="-0.00949" LEYEZ="0.63902" LPUPILD="0.00372" LPUPILV="1" REYEX="0.02009" REYEY="-0.01292" REYEZ="0.68362" RPUPILD="0.00404" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="13" />
<REC FPOGX="0.41424" FPOGY="0.14249" FPOGS="3769.62549" FPOGD="0.11450" FPOGID="3768" FPOGV="1" LPOGX="0.47248" LPOGY="0.24455" LPOGV="1" RPOGX="0.33307" RPOGY="0.08099" RPOGV="1" BPOGX="0.40278" BPOGY="0.16277" BPOGV="1" LPCX="0.32236" LPCY="0.54097" LPD="18.14103" LPS="1.03568" LPV="1" RPCX="0.57533" RPCY="0.55330" RPD="18.50625" RPS="1.03568" RPV="1" LEYEX="-0.04303" LEYEY="-0.00949" LEYEZ="0.63902" LPUPILD="0.00371" LPUPILV="1" REYEX="0.02009" REYEY="-0.01292" REYEZ="0.68362" RPUPILD="0.00404" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="13" />
<REC FPOGX="0.41369" FPOGY="0.14388" FPOGS="3769.62549" FPOGD="0.12134" FPOGID="3768" FPOGV="1" LPOGX="0.47383" LPOGY="0.24993" LPOGV="1" RPOGX="0.33372" RPOGY="0.08793" RPOGV="1" BPOGX="0.40377" BPOGY="0.16893" BPOGV="1" LPCX="0.32233" LPCY="0.54093" LPD="18.20898" LPS="1.02866" LPV="1" RPCX="0.57529" RPCY="0.55332" RPD="18.47773" RPS="1.02866" RPV="1" LEYEX="-0.04258" LEYEY="-0.00934" LEYEZ="0.63238" LPUPILD="0.00368" LPUPILV="1" REYEX="0.02009" REYEY="-0.01292" REYEZ="0.68362" RPUPILD="0.00407" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="13" />
<REC FPOGX="0.41342" FPOGY="0.14513" FPOGS="3769.62549" FPOGD="0.12817" FPOGID="3768" FPOGV="1" LPOGX="0.47465" LPOGY="0.25295" LPOGV="1" RPOGX="0.34229" RPOGY="0.08472" RPOGV="1" BPOGX="0.40847" BPOGY="0.16884" BPOGV="1" LPCX="0.32242" LPCY="0.54079" LPD="17.89991" LPS="1.02866" LPV="1" RPCX="0.57529" RPCY="0.55332" RPD="18.47773" RPS="1.02866" RPV="1" LEYEX="-0.04258" LEYEY="-0.00934" LEYEZ="0.63238" LPUPILD="0.00374" LPUPILV="1" REYEX="0.02009" REYEY="-0.01292" REYEZ="0.68362" RPUPILD="0.00407" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="13" />
<REC FPOGX="0.41289" FPOGY="0.14638" FPOGS="3769.62549" FPOGD="0.13452" FPOGID="3768" FPOGV="1" LPOGX="0.46265" LPOGY="0.23913" LPOGV="1" RPOGX="0.34171" RPOGY="0.10378" RPOGV="1" BPOGX="0.40218" BPOGY="0.17146" BPOGV="1" LPCX="0.32237" LPCY="0.54096" LPD="18.16953" LPS="1.02866" LPV="1" RPCX="0.57533" RPCY="0.55320" RPD="18.53531" RPS="1.02866" RPV="1" LEYEX="-0.04258" LEYEY="-0.00934" LEYEZ="0.63238" LPUPILD="0.00370" LPUPILV="1" REYEX="0.02009" REYEY="-0.01292" REYEZ="0.68362" RPUPILD="0.00405" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="13" />
<REC FPOGX="0.41240" FPOGY="0.14752" FPOGS="3769.62549" FPOGD="0.14136" FPOGID="3768" FPOGV="1" LPOGX="0.46265" LPOGY="0.23913" LPOGV="1" RPOGX="0.34171" RPOGY="0.10378" RPOGV="1" BPOGX="0.40218" BPOGY="0.17146" BPOGV="1" LPCX="0.32249" LPCY="0.54085" LPD="17.77478" LPS="1.02866" LPV="1" RPCX="0.57532" RPCY="0.55324" RPD="18.70148" RPS="1.02866" RPV="1" LEYEX="-0.04258" LEYEY="-0.00934" LEYEZ="0.63238" LPUPILD="0.00376" LPUPILV="1" REYEX="0.02009" REYEY="-0.01292" REYEZ="0.68362" RPUPILD="0.00403" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="13" />
<REC FPOGX="0.41216" FPOGY="0.14799" FPOGS="3769.62549" FPOGD="0.14795" FPOGID="3768" FPOGV="1" LPOGX="0.47381" LPOGY="0.25111" LPOGV="1" RPOGX="0.33962" RPOGY="0.06559" RPOGV="1" BPOGX="0.40671" BPOGY="0.15835" BPOGV="1" LPCX="0.32248" LPCY="0.54102" LPD="18.22764" LPS="1.02866" LPV="1" RPCX="0.57533" RPCY="0.55330" RPD="18.50625" RPS="1.02866" RPV="1" LEYEX="-0.04258" LEYEY="-0.00934" LEYEZ="0.63238" LPUPILD="0.00379" LPUPILV="1" REYEX="0.02009" REYEY="-0.01292" REYEZ="0.68362" RPUPILD="0.00404" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="13" />
<REC FPOGX="0.41191" FPOGY="0.14824" FPOGS="3769.62549" FPOGD="0.15454" FPOGID="3768" FPOGV="1" LPOGX="0.47282" LPOGY="0.24443" LPOGV="1" RPOGX="0.33973" RPOGY="0.06355" RPOGV="1" BPOGX="0.40628" BPOGY="0.15399" BPOGV="1" LPCX="0.32251" LPCY="0.54083" LPD="17.74479" LPS="1.02866" LPV="1" RPCX="0.57535" RPCY="0.55322" RPD="18.67016" RPS="1.02866" RPV="1" LEYEX="-0.04258" LEYEY="-0.00934" LEYEZ="0.63238" LPUPILD="0.00379" LPUPILV="1" REYEX="0.02009" REYEY="-0.01292" REYEZ="0.68362" RPUPILD="0.00406" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="13" />
<REC FPOGX="0.41169" FPOGY="0.14847" FPOGS="3769.62549" FPOGD="0.16138" FPOGID="3768" FPOGV="1" LPOGX="0.47282" LPOGY="0.24443" LPOGV="1" RPOGX="0.33973" RPOGY="0.06355" RPOGV="1" BPOGX="0.40628" BPOGY="0.15399" BPOGV="1" LPCX="0.32248" LPCY="0.54080" LPD="17.88627" LPS="1.02866" LPV="1" RPCX="0.57535" RPCY="0.55322" RPD="18.67016" RPS="1.02866" RPV="1" LEYEX="-0.04258" LEYEY="-0.00934" LEYEZ="0.63238" LPUPILD="0.00376" LPUPILV="1" REYEX="0.02009" REYEY="-0.01292" REYEZ="0.68362" RPUPILD="0.00406" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="13" />
<REC FPOGX="0.41181" FPOGY="0.14888" FPOGS="3769.62549" FPOGD="0.16797" FPOGID="3768" FPOGV="1" LPOGX="0.48107" LPOGY="0.23608" LPOGV="1" RPOGX="0.34859" RPOGY="0.08205" RPOGV="1" BPOGX="0.41483" BPOGY="0.15907" BPOGV="1" LPCX="0.32248" LPCY="0.54082" LPD="18.30862" LPS="1.02866" LPV="1" RPCX="0.57540" RPCY="0.55317" RPD="18.78967" RPS="1.02866" RPV="1" LEYEX="-0.04258" LEYEY="-0.00934" LEYEZ="0.63238" LPUPILD="0.00373" LPUPILV="1" REYEX="0.02009" REYEY="-0.01292" REYEZ="0.68362" RPUPILD="0.00409" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="13" />
<REC FPOGX="0.41186" FPOGY="0.14911" FPOGS="3769.62549" FPOGD="0.17480" FPOGID="3768" FPOGV="1" LPOGX="0.48130" LPOGY="0.23854" LPOGV="1" RPOGX="0.34519" RPOGY="0.07195" RPOGV="1" BPOGX="0.41324" BPOGY="0.15524" BPOGV="1" LPCX="0.32241" LPCY="0.54078" LPD="18.30023" LPS="1.02866" LPV="1" RPCX="0.57540" RPCY="0.55317" RPD="18.78967" RPS="1.02866" RPV="1" LEYEX="-0.04258" LEYEY="-0.00934" LEYEZ="0.63238" LPUPILD="0.00367" LPUPILV="1" REYEX="0.02009" REYEY="-0.01292" REYEZ="0.68362" RPUPILD="0.00409" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="13" />
<REC FPOGX="0.41188" FPOGY="0.14911" FPOGS="3769.62549" FPOGD="0.18115" FPOGID="3768" FPOGV="1" LPOGX="0.48000" LPOGY="0.23308" LPOGV="1" RPOGX="0.34461" RPOGY="0.06491" RPOGV="1" BPOGX="0.41230" BPOGY="0.14899" BPOGV="1" LPCX="0.32256" LPCY="0.54080" LPD="18.24827" LPS="1.03568" LPV="1" RPCX="0.57542" RPCY="0.55321" RPD="18.69800" RPS="1.03568" RPV="1" LEYEX="-0.04447" LEYEY="-0.00972" LEYEZ="0.66121" LPUPILD="0.00376" LPUPILV="1" REYEX="0.02009" REYEY="-0.01292" REYEZ="0.68362" RPUPILD="0.00408" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="13" />
<REC FPOGX="0.41188" FPOGY="0.14916" FPOGS="3769.62549" FPOGD="0.18799" FPOGID="3768" FPOGV="1" LPOGX="0.47622" LPOGY="0.22450" LPOGV="1" RPOGX="0.34758" RPOGY="0.07675" RPOGV="1" BPOGX="0.41190" BPOGY="0.15062" BPOGV="1" LPCX="0.32269" LPCY="0.54063" LPD="17.73980" LPS="1.04271" LPV="1" RPCX="0.57545" RPCY="0.55317" RPD="18.79685" RPS="1.04271" RPV="1" LEYEX="-0.04447" LEYEY="-0.00972" LEYEZ="0.66121" LPUPILD="0.00379" LPUPILV="1" REYEX="0.02009" REYEY="-0.01292" REYEZ="0.68362" RPUPILD="0.00409" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="13" />
<REC FPOGX="0.41193" FPOGY="0.14897" FPOGS="3769.62549" FPOGD="0.19458" FPOGID="3768" FPOGV="1" LPOGX="0.47661" LPOGY="0.21975" LPOGV="1" RPOGX="0.35045" RPOGY="0.06682" RPOGV="1" BPOGX="0.41353" BPOGY="0.14328" BPOGV="1" LPCX="0.32269" LPCY="0.54061" LPD="17.65550" LPS="1.04973" LPV="1" RPCX="0.57539" RPCY="0.55323" RPD="18.74058" RPS="1.04973" RPV="1" LEYEX="-0.04447" LEYEY="-0.00972" LEYEZ="0.66121" LPUPILD="0.00379" LPUPILV="1" REYEX="0.02009" REYEY="-0.01292" REYEZ="0.68362" RPUPILD="0.00406" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="13" />
<REC FPOGX="0.41195" FPOGY="0.14858" FPOGS="3769.62549" FPOGD="0.20142" FPOGID="3768" FPOGV="1" LPOGX="0.47532" LPOGY="0.21429" LPOGV="1" RPOGX="0.34992" RPOGY="0.05989" RPOGV="1" BPOGX="0.41262" BPOGY="0.13709" BPOGV="1" LPCX="0.32270" LPCY="0.54061" LPD="17.66866" LPS="1.05676" LPV="1" RPCX="0.57539" RPCY="0.55323" RPD="18.74058" RPS="1.05676" RPV="1" LEYEX="-0.04447" LEYEY="-0.00972" LEYEZ="0.66121" LPUPILD="0.00379" LPUPILV="1" REYEX="0.02009" REYEY="-0.01292" REYEZ="0.68362" RPUPILD="0.00406" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="13" />
<REC FPOGX="0.41188" FPOGY="0.14849" FPOGS="3769.62549" FPOGD="0.20801" FPOGID="3768" FPOGV="1" LPOGX="0.47430" LPOGY="0.22287" LPOGV="1" RPOGX="0.34515" RPOGY="0.06822" RPOGV="1" BPOGX="0.40972" BPOGY="0.14555" BPOGV="1" LPCX="0.32273" LPCY="0.54059" LPD="17.86189" LPS="1.05676" LPV="1" RPCX="0.57545" RPCY="0.55317" RPD="18.79685" RPS="1.05676" RPV="1" LEYEX="-0.04447" LEYEY="-0.00972" LEYEZ="0.66121" LPUPILD="0.00379" LPUPILV="1" REYEX="0.02009" REYEY="-0.01292" REYEZ="0.68362" RPUPILD="0.00409" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="13" />
<REC FPOGX="0.41201" FPOGY="0.14706" FPOGS="3769.62549" FPOGD="0.21460" FPOGID="3768" FPOGV="1" LPOGX="0.46934" LPOGY="0.19099" LPOGV="1" RPOGX="0.36297" RPOGY="0.01143" RPOGV="1" BPOGX="0.41615" BPOGY="0.10121" BPOGV="1" LPCX="0.32270" LPCY="0.54056" LPD="17.80872" LPS="1.05676" LPV="1" RPCX="0.57546" RPCY="0.55316" RPD="18.82313" RPS="1.05676" RPV="1" LEYEX="-0.04447" LEYEY="-0.00972" LEYEZ="0.66121" LPUPILD="0.00378" LPUPILV="1" REYEX="0.02009" REYEY="-0.01292" REYEZ="0.68362" RPUPILD="0.00408" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="13" />
<REC FPOGX="0.41214" FPOGY="0.14583" FPOGS="3769.62549" FPOGD="0.22144" FPOGID="3768" FPOGV="1" LPOGX="0.46934" LPOGY="0.19099" LPOGV="1" RPOGX="0.36349" RPOGY="0.01977" RPOGV="1" BPOGX="0.41641" BPOGY="0.10538" BPOGV="1" LPCX="0.32268" LPCY="0.54053" LPD="17.87184" LPS="1.05676" LPV="1" RPCX="0.57549" RPCY="0.55308" RPD="18.77566" RPS="1.04867" RPV="1" LEYEX="-0.04447" LEYEY="-0.00972" LEYEZ="0.66121" LPUPILD="0.00375" LPUPILV="1" REYEX="0.01937" REYEY="-0.01237" REYEZ="0.65731" RPUPILD="0.00407" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="13" />
