2025-05-27 11:34:25.568261
179" LEYEY="0.00307" LEYEZ="0.51219" LPUPILD="0.00420" LPUPILV="1" REYEX="0.02536" REYEY="0.00517" REYEZ="0.52620" RPUPILD="0.00385" RPUPILV="1" BKID="972" BKDUR="0.00000" BKPMIN="21" />
<REC FPOGX="0.00000" FPOGY="0.00000" FPOGS="4984.30615" FPOGD="0.37305" FPOGID="14364" FPOGV="0" LPOGX="0.63393" LPOGY="0.00353" LPOGV="0" RPOGX="0.62795" RPOGY="-0.17038" RPOGV="0" BPOGX="0.62795" BPOGY="-0.17038" BPOGV="0" LPCX="0.17452" LPCY="0.92205" LPD="16.84113" LPS="0.63703" LPV="1" RPCX="0.62933" RPCY="0.45380" RPD="12.21589" RPS="0.63703" RPV="0" LEYEX="-0.03179" LEYEY="0.00307" LEYEZ="0.51219" LPUPILD="0.00482" LPUPILV="1" REYEX="0.02536" REYEY="0.00517" REYEZ="0.52620" RPUPILD="0.00385" RPUPILV="1" BKID="0" BKDUR="0.02844" BKPMIN="22" />
<REC FPOGX="0.57760" FPOGY="0.23532" FPOGS="4985.91309" FPOGD="0.18115" FPOGID="14369" FPOGV="1" LPOGX="0.55028" LPOGY="0.28259" LPOGV="1" RPOGX="0.58404" RPOGY="0.16479" RPOGV="1" BPOGX="0.56716" BPOGY="0.22369" BPOGV="1" LPCX="0.40866" LPCY="0.48902" LPD="22.31004" LPS="0.66400" LPV="1" RPCX="0.70385" RPCY="0.47952" RPD="23.69430" RPS="0.66400" RPV="1" LEYEX="-0.01785" LEYEY="0.00019" LEYEZ="0.51887" LPUPILD="0.00403" LPUPILV="1" REYEX="0.04097" REYEY="0.00159" REYEZ="0.53058" RPUPILD="0.00444" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="22" />
<REC FPOGX="0.57724" FPOGY="0.23505" FPOGS="4985.91309" FPOGD="0.18799" FPOGID="14369" FPOGV="1" LPOGX="0.55085" LPOGY="0.28614" LPOGV="1" RPOGX="0.58340" RPOGY="0.16901" RPOGV="1" BPOGX="0.56713" BPOGY="0.22757" BPOGV="1" LPCX="0.40877" LPCY="0.48904" LPD="21.70525" LPS="0.66094" LPV="1" RPCX="0.70391" RPCY="0.47951" RPD="23.62078" RPS="0.66094" RPV="1" LEYEX="-0.01790" LEYEY="0.00016" LEYEZ="0.52253" LPUPILD="0.00406" LPUPILV="1" REYEX="0.04141" REYEY="0.00153" REYEZ="0.53532" RPUPILD="0.00437" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="22" />
<REC FPOGX="0.57755" FPOGY="0.23534" FPOGS="4985.91309" FPOGD="0.19482" FPOGID="14369" FPOGV="1" LPOGX="0.57115" LPOGY="0.29494" LPOGV="1" RPOGX="0.60185" RPOGY="0.19228" RPOGV="1" BPOGX="0.58650" BPOGY="0.24361" BPOGV="1" LPCX="0.40908" LPCY="0.48955" LPD="22.62924" LPS="0.66094" LPV="1" RPCX="0.70422" RPCY="0.47976" RPD="23.57384" RPS="0.66094" RPV="1" LEYEX="-0.01790" LEYEY="0.00016" LEYEZ="0.52253" LPUPILD="0.00400" LPUPILV="1" REYEX="0.04141" REYEY="0.00153" REYEZ="0.53532" RPUPILD="0.00446" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="22" />
<REC FPOGX="0.57785" FPOGY="0.23683" FPOGS="4985.91309" FPOGD="0.20117" FPOGID="14369" FPOGV="1" LPOGX="0.57628" LPOGY="0.32227" LPOGV="1" RPOGX="0.59777" RPOGY="0.24106" RPOGV="1" BPOGX="0.58703" BPOGY="0.28167" BPOGV="1" LPCX="0.40945" LPCY="0.48958" LPD="22.05849" LPS="0.66094" LPV="1" RPCX="0.70434" RPCY="0.48011" RPD="23.85782" RPS="0.66094" RPV="1" LEYEX="-0.01790" LEYEY="0.00016" LEYEZ="0.52253" LPUPILD="0.00396" LPUPILV="1" REYEX="0.04141" REYEY="0.00153" REYEZ="0.53532" RPUPILD="0.00449" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="22" />
<REC FPOGX="0.57814" FPOGY="0.23823" FPOGS="4985.91309" FPOGD="0.20801" FPOGID="14369" FPOGV="1" LPOGX="0.57628" LPOGY="0.32227" LPOGV="1" RPOGX="0.59777" RPOGY="0.24106" RPOGV="1" BPOGX="0.58703" BPOGY="0.28167" BPOGV="1" LPCX="0.40954" LPCY="0.49036" LPD="21.69313" LPS="0.66094" LPV="1" RPCX="0.70452" RPCY="0.48044" RPD="23.86954" RPS="0.66094" RPV="1" LEYEX="-0.01786" LEYEY="-0.00000" LEYEZ="0.52590" LPUPILD="0.00413" LPUPILV="1" REYEX="0.04144" REYEY="0.00152" REYEZ="0.53467" RPUPILD="0.00444" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="22" />
<REC FPOGX="0.57823" FPOGY="0.23960" FPOGS="4985.91309" FPOGD="0.21484" FPOGID="14369" FPOGV="1" LPOGX="0.56773" LPOGY="0.31738" LPOGV="1" RPOGX="0.59435" RPOGY="0.24907" RPOGV="1" BPOGX="0.58104" BPOGY="0.28322" BPOGV="1" LPCX="0.40974" LPCY="0.49084" LPD="22.39327" LPS="0.66094" LPV="1" RPCX="0.70489" RPCY="0.48049" RPD="23.64962" RPS="0.66094" RPV="1" LEYEX="-0.01786" LEYEY="-0.00000" LEYEZ="0.52590" LPUPILD="0.00409" LPUPILV="1" REYEX="0.04144" REYEY="0.00152" REYEZ="0.53467" RPUPILD="0.00445" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="22" />
<REC FPOGX="0.57853" FPOGY="0.24138" FPOGS="4985.91309" FPOGD="0.22168" FPOGID="14369" FPOGV="1" LPOGX="0.57470" LPOGY="0.33545" LPOGV="1" RPOGX="0.60241" RPOGY="0.26529" RPOGV="1" BPOGX="0.58855" BPOGY="0.30037" BPOGV="1" LPCX="0.40975" LPCY="0.49089" LPD="22.09644" LPS="0.66094" LPV="1" RPCX="0.70495" RPCY="0.48050" RPD="23.61517" RPS="0.66094" RPV="1" LEYEX="-0.01786" LEYEY="-0.00000" LEYEZ="0.52590" LPUPILD="0.00410" LPUPILV="1" REYEX="0.04144" REYEY="0.00152" REYEZ="0.53467" RPUPILD="0.00445" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="22" />
<REC FPOGX="0.57880" FPOGY="0.24322" FPOGS="4985.91309" FPOGD="0.22803" FPOGID="14369" FPOGV="1" LPOGX="0.57514" LPOGY="0.33856" LPOGV="1" RPOGX="0.60099" RPOGY="0.27265" RPOGV="1" BPOGX="0.58806" BPOGY="0.30561" BPOGV="1" LPCX="0.40995" LPCY="0.49099" LPD="21.94136" LPS="0.65810" LPV="1" RPCX="0.70501" RPCY="0.48059" RPD="23.61147" RPS="0.65496" RPV="1" LEYEX="0.00000" LEYEY="0.00000" LEYEZ="0.00000" LPUPILD="0.00409" LPUPILV="0" REYEX="0.04031" REYEY="0.00148" REYEZ="0.51856" RPUPILD="0.00448" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="22" />
<REC FPOGX="0.57948" FPOGY="0.24503" FPOGS="4985.91309" FPOGD="0.23486" FPOGID="14369" FPOGV="1" LPOGX="0.59012" LPOGY="0.33832" LPOGV="1" RPOGX="0.61591" RPOGY="0.27838" RPOGV="1" BPOGX="0.60301" BPOGY="0.30835" BPOGV="1" LPCX="0.41017" LPCY="0.49122" LPD="22.07000" LPS="0.65212" LPV="1" RPCX="0.70524" RPCY="0.48072" RPD="23.58829" RPS="0.64899" RPV="1" LEYEX="0.00000" LEYEY="0.00000" LEYEZ="0.00000" LPUPILD="0.00413" LPUPILV="0" REYEX="0.04031" REYEY="0.00148" REYEZ="0.51856" RPUPILD="0.00445" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="22" />
<REC FPOGX="0.58494" FPOGY="0.27284" FPOGS="4985.91309" FPOGD="0.23486" FPOGID="14369" FPOGV="0" LPOGX="0.59358" LPOGY="0.37356" LPOGV="1" RPOGX="0.59758" RPOGY="0.29133" RPOGV="1" BPOGX="0.59558" BPOGY="0.33244" BPOGV="1" LPCX="0.41023" LPCY="0.49163" LPD="22.56571" LPS="0.64614" LPV="1" RPCX="0.70537" RPCY="0.48080" RPD="23.71105" RPS="0.64301" RPV="1" LEYEX="0.00000" LEYEY="0.00000" LEYEZ="0.00000" LPUPILD="0.00405" LPUPILV="0" REYEX="0.04031" REYEY="0.00148" REYEZ="0.51856" RPUPILD="0.00446" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="22" />
<REC FPOGX="0.59064" FPOGY="0.30068" FPOGS="4985.91309" FPOGD="0.23486" FPOGID="14369" FPOGV="0" LPOGX="0.59359" LPOGY="0.37363" LPOGV="1" RPOGX="0.59910" RPOGY="0.28342" RPOGV="1" BPOGX="0.59635" BPOGY="0.32853" BPOGV="1" LPCX="0.41036" LPCY="0.49159" LPD="22.49501" LPS="0.64607" LPV="1" RPCX="0.70536" RPCY="0.48081" RPD="23.73648" RPS="0.64946" RPV="1" LEYEX="-0.01801" LEYEY="-0.00024" LEYEZ="0.53383" LPUPILD="0.00407" LPUPILV="1" REYEX="0.04198" REYEY="0.00150" REYEZ="0.53899" RPUPILD="0.00445" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="22" />
<REC FPOGX="0.58642" FPOGY="0.30521" FPOGS="4985.91309" FPOGD="0.23486" FPOGID="14369" FPOGV="0" LPOGX="0.56348" LPOGY="0.34179" LPOGV="1" RPOGX="0.59247" RPOGY="0.28673" RPOGV="1" BPOGX="0.57797" BPOGY="0.31426" BPOGV="1" LPCX="0.41059" LPCY="0.49173" LPD="22.16039" LPS="0.65536" LPV="1" RPCX="0.70575" RPCY="0.48061" RPD="23.44980" RPS="0.66188" RPV="1" LEYEX="-0.01801" LEYEY="-0.00024" LEYEZ="0.53383" LPUPILD="0.00407" LPUPILV="1" REYEX="0.04198" REYEY="0.00150" REYEZ="0.53899" RPUPILD="0.00445" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="22" />
<REC FPOGX="0.58637" FPOGY="0.30600" FPOGS="4986.15479" FPOGD="0.01953" FPOGID="14370" FPOGV="1" LPOGX="0.57040" LPOGY="0.34852" LPOGV="1" RPOGX="0.60203" RPOGY="0.26825" RPOGV="1" BPOGX="0.58622" BPOGY="0.30839" BPOGV="1" LPCX="0.41063" LPCY="0.49183" LPD="21.91867" LPS="0.66779" LPV="1" RPCX="0.70579" RPCY="0.48066" RPD="23.46165" RPS="0.67431" RPV="1" LEYEX="-0.01801" LEYEY="-0.00024" LEYEZ="0.53383" LPUPILD="0.00408" LPUPILV="1" REYEX="0.04198" REYEY="0.00150" REYEZ="0.53899" RPUPILD="0.00443" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="22" />
<REC FPOGX="0.58631" FPOGY="0.30541" FPOGS="4986.15479" FPOGD="0.02588" FPOGID="14370" FPOGV="1" LPOGX="0.56936" LPOGY="0.34160" LPOGV="1" RPOGX="0.60276" RPOGY="0.26448" RPOGV="1" BPOGX="0.58606" BPOGY="0.30304" BPOGV="1" LPCX="0.41067" LPCY="0.49198" LPD="21.46498" LPS="0.67431" LPV="1" RPCX="0.70580" RPCY="0.48070" RPD="23.30463" RPS="0.67744" RPV="1" LEYEX="-0.01718" LEYEY="-0.00031" LEYEZ="0.51158" LPUPILD="0.00416" LPUPILV="1" REYEX="0.04164" REYEY="0.00140" REYEZ="0.53409" RPUPILD="0.00448" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="22" />
<REC FPOGX="0.58870" FPOGY="0.29964" FPOGS="4986.15479" FPOGD="0.03271" FPOGID="14370" FPOGV="1" LPOGX="0.57966" LPOGY="0.32765" LPOGV="1" RPOGX="0.62168" RPOGY="0.21396" RPOGV="1" BPOGX="0.60067" BPOGY="0.27081" BPOGV="1" LPCX="0.41079" LPCY="0.49220" LPD="21.87636" LPS="0.67153" LPV="1" RPCX="0.70605" RPCY="0.48081" RPD="23.09438" RPS="0.66815" RPV="1" LEYEX="-0.01718" LEYEY="-0.00031" LEYEZ="0.51158" LPUPILD="0.00411" LPUPILV="1" REYEX="0.04164" REYEY="0.00140" REYEZ="0.53409" RPUPILD="0.00451" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="22" />
<REC FPOGX="0.58958" FPOGY="0.29524" FPOGS="4986.15479" FPOGD="0.03955" FPOGID="14370" FPOGV="1" LPOGX="0.58690" LPOGY="0.31056" LPOGV="1" RPOGX="0.60280" RPOGY="0.22715" RPOGV="1" BPOGX="0.59485" BPOGY="0.26885" BPOGV="1" LPCX="0.41099" LPCY="0.49253" LPD="22.31719" LPS="0.66224" LPV="1" RPCX="0.70612" RPCY="0.48092" RPD="23.52428" RPS="0.65886" RPV="1" LEYEX="-0.01718" LEYEY="-0.00031" LEYEZ="0.51158" LPUPILD="0.00408" LPUPILV="1" REYEX="0.04164" REYEY="0.00140" REYEZ="0.53409" RPUPILD="0.00443" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="22" />
<REC FPOGX="0.59022" FPOGY="0.29246" FPOGS="4986.15479" FPOGD="0.04688" FPOGID="14370" FPOGV="1" LPOGX="0.58737" LPOGY="0.31439" LPOGV="1" RPOGX="0.60200" RPOGY="0.23152" RPOGV="1" BPOGX="0.59468" BPOGY="0.27295" BPOGV="1" LPCX="0.41110" LPCY="0.49261" LPD="22.54546" LPS="0.65886" LPV="1" RPCX="0.70620" RPCY="0.48115" RPD="24.08375" RPS="0.65547" RPV="1" LEYEX="-0.01800" LEYEY="-0.00040" LEYEZ="0.53836" LPUPILD="0.00403" LPUPILV="1" REYEX="0.04138" REYEY="0.00135" REYEZ="0.52977" RPUPILD="0.00442" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="22" />
<REC FPOGX="0.58990" FPOGY="0.29180" FPOGS="4986.15479" FPOGD="0.05322" FPOGID="14370" FPOGV="1" LPOGX="0.58437" LPOGY="0.33325" LPOGV="1" RPOGX="0.59038" RPOGY="0.23986" RPOGV="1" BPOGX="0.58737" BPOGY="0.28655" BPOGV="1" LPCX="0.41130" LPCY="0.49278" LPD="22.30417" LPS="0.66138" LPV="1" RPCX="0.70629" RPCY="0.48136" RPD="23.91843" RPS="0.66138" RPV="1" LEYEX="-0.01800" LEYEY="-0.00040" LEYEZ="0.53836" LPUPILD="0.00407" LPUPILV="1" REYEX="0.04138" REYEY="0.00135" REYEZ="0.52977" RPUPILD="0.00443" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="22" />
<REC FPOGX="0.58990" FPOGY="0.29189" FPOGS="4986.15479" FPOGD="0.05957" FPOGID="14370" FPOGV="1" LPOGX="0.57953" LPOGY="0.33813" LPOGV="1" RPOGX="0.60023" RPOGY="0.24714" RPOGV="1" BPOGX="0.58988" BPOGY="0.29264" BPOGV="1" LPCX="0.41132" LPCY="0.49280" LPD="22.29575" LPS="0.66729" LPV="1" RPCX="0.70642" RPCY="0.48150" RPD="23.90726" RPS="0.66729" RPV="1" LEYEX="-0.01800" LEYEY="-0.00040" LEYEZ="0.53836" LPUPILD="0.00408" LPUPILV="1" REYEX="0.04138" REYEY="0.00135" REYEZ="0.52977" RPUPILD="0.00445" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="22" />
<REC FPOGX="0.58991" FPOGY="0.29165" FPOGS="4986.15479" FPOGD="0.06641" FPOGID="14370" FPOGV="1" LPOGX="0.57912" LPOGY="0.33506" LPOGV="1" RPOGX="0.60089" RPOGY="0.24360" RPOGV="1" BPOGX="0.59000" BPOGY="0.28933" BPOGV="1" LPCX="0.41122" LPCY="0.49284" LPD="21.89226" LPS="0.67013" LPV="1" RPCX="0.70652" RPCY="0.48168" RPD="24.17449" RPS="0.67013" RPV="1" LEYEX="-0.01737" LEYEY="-0.00039" LEYEZ="0.52083" LPUPILD="0.00411" LPUPILV="1" REYEX="0.04152" REYEY="0.00135" REYEZ="0.53054" RPUPILD="0.00444" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="22" />
<REC FPOGX="0.58978" FPOGY="0.29230" FPOGS="4986.15479" FPOGD="0.07324" FPOGID="14370" FPOGV="1" LPOGX="0.56804" LPOGY="0.34579" LPOGV="1" RPOGX="0.60867" RPOGY="0.25299" RPOGV="1" BPOGX="0.58835" BPOGY="0.29939" BPOGV="1" LPCX="0.41138" LPCY="0.49300" LPD="21.68165" LPS="0.66707" LPV="1" RPCX="0.70659" RPCY="0.48154" RPD="23.64190" RPS="0.66707" RPV="1" LEYEX="-0.01737" LEYEY="-0.00039" LEYEZ="0.52083" LPUPILD="0.00412" LPUPILV="1" REYEX="0.04152" REYEY="0.00135" REYEZ="0.53054" RPUPILD="0.00447" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="22" />
<REC FPOGX="0.59030" FPOGY="0.29351" FPOGS="4986.15479" FPOGD="0.07959" FPOGID="14370" FPOGV="1" LPOGX="0.57556" LPOGY="0.35237" LPOGV="1" RPOGX="0.61751" RPOGY="0.26374" RPOGV="1" BPOGX="0.59654" BPOGY="0.30805" BPOGV="1" LPCX="0.41141" LPCY="0.49305" LPD="21.79626" LPS="0.66400" LPV="1" RPCX="0.70664" RPCY="0.48163" RPD="23.42798" RPS="0.66400" RPV="1" LEYEX="-0.01737" LEYEY="-0.00039" LEYEZ="0.52083" LPUPILD="0.00413" LPUPILV="1" REYEX="0.04152" REYEY="0.00135" REYEZ="0.53054" RPUPILD="0.00450" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="22" />
<REC FPOGX="0.59069" FPOGY="0.29517" FPOGS="4986.15479" FPOGD="0.08643" FPOGID="14370" FPOGV="1" LPOGX="0.57646" LPOGY="0.35865" LPOGV="1" RPOGX="0.61519" RPOGY="0.27483" RPOGV="1" BPOGX="0.59582" BPOGY="0.31674" BPOGV="1" LPCX="0.41153" LPCY="0.49304" LPD="21.59133" LPS="0.65810" LPV="1" RPCX="0.70674" RPCY="0.48164" RPD="23.49384" RPS="0.65496" RPV="1" LEYEX="-0.01701" LEYEY="-0.00046" LEYEZ="0.51112" LPUPILD="0.00413" LPUPILV="1" REYEX="0.04104" REYEY="0.00130" REYEZ="0.52391" RPUPILD="0.00443" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="22" />
<REC FPOGX="0.59028" FPOGY="0.29557" FPOGS="4986.15479" FPOGD="0.09375" FPOGID="14370" FPOGV="1" LPOGX="0.58028" LPOGY="0.34768" LPOGV="1" RPOGX="0.58881" RPOGY="0.25474" RPOGV="1" BPOGX="0.58455" BPOGY="0.30121" BPOGV="1" LPCX="0.41156" LPCY="0.49312" LPD="21.77872" LPS="0.65212" LPV="1" RPCX="0.70690" RPCY="0.48176" RPD="23.56168" RPS="0.64899" RPV="1" LEYEX="-0.01701" LEYEY="-0.00046" LEYEZ="0.51112" LPUPILD="0.00411" LPUPILV="1" REYEX="0.04104" REYEY="0.00130" REYEZ="0.52391" RPUPILD="0.00446" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="22" />
<REC FPOGX="0.59019" FPOGY="0.29564" FPOGS="4986.15479" FPOGD="0.10010" FPOGID="14370" FPOGV="1" LPOGX="0.58210" LPOGY="0.35351" LPOGV="1" RPOGX="0.59546" RPOGY="0.23991" RPOGV="1" BPOGX="0.58878" BPOGY="0.29671" BPOGV="1" LPCX="0.41154" LPCY="0.49347" LPD="22.57256" LPS="0.64614" LPV="1" RPCX="0.70692" RPCY="0.48180" RPD="23.47931" RPS="0.64301" RPV="1" LEYEX="-0.01701" LEYEY="-0.00046" LEYEZ="0.51112" LPUPILD="0.00404" LPUPILV="1" REYEX="0.04104" REYEY="0.00130" REYEZ="0.52391" RPUPILD="0.00445" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="22" />
<REC FPOGX="0.59011" FPOGY="0.29601" FPOGS="4986.15479" FPOGD="0.10693" FPOGID="14370" FPOGV="1" LPOGX="0.58298" LPOGY="0.36005" LPOGV="1" RPOGX="0.59480" RPOGY="0.24362" RPOGV="1" BPOGX="0.58889" BPOGY="0.30184" BPOGV="1" LPCX="0.41149" LPCY="0.49347" LPD="22.57000" LPS="0.64016" LPV="1" RPCX="0.70685" RPCY="0.48189" RPD="23.17535" RPS="0.64016" RPV="1" LEYEX="-0.01701" LEYEY="-0.00046" LEYEZ="0.51112" LPUPILD="0.00404" LPUPILV="1" REYEX="0.04205" REYEY="0.00121" REYEZ="0.53627" RPUPILD="0.00452" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="22" />
<REC FPOGX="0.58997" FPOGY="0.29633" FPOGS="4986.15479" FPOGD="0.11377" FPOGID="14370" FPOGV="1" LPOGX="0.58113" LPOGY="0.33413" LPOGV="1" RPOGX="0.59387" RPOGY="0.26942" RPOGV="1" BPOGX="0.58750" BPOGY="0.30177" BPOGV="1" LPCX="0.41152" LPCY="0.49365" LPD="22.54664" LPS="0.64016" LPV="1" RPCX="0.70676" RPCY="0.48230" RPD="23.99577" RPS="0.64330" RPV="1" LEYEX="-0.01701" LEYEY="-0.00046" LEYEZ="0.51112" LPUPILD="0.00408" LPUPILV="1" REYEX="0.04205" REYEY="0.00121" REYEZ="0.53627" RPUPILD="0.00445" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="22" />
<REC FPOGX="0.58975" FPOGY="0.29659" FPOGS="4986.15479" FPOGD="0.12061" FPOGID="14370" FPOGV="1" LPOGX="0.57748" LPOGY="0.33575" LPOGV="1" RPOGX="0.59406" RPOGY="0.26678" RPOGV="1" BPOGX="0.58577" BPOGY="0.30126" BPOGV="1" LPCX="0.41148" LPCY="0.49362" LPD="22.49199" LPS="0.64330" LPV="1" RPCX="0.70684" RPCY="0.48227" RPD="23.74147" RPS="0.64643" RPV="1" LEYEX="-0.01701" LEYEY="-0.00046" LEYEZ="0.51112" LPUPILD="0.00407" LPUPILV="1" REYEX="0.04205" REYEY="0.00121" REYEZ="0.53627" RPUPILD="0.00444" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="22" />
<REC FPOGX="0.58956" FPOGY="0.29647" FPOGS="4986.15479" FPOGD="0.12695" FPOGID="14370" FPOGV="1" LPOGX="0.57656" LPOGY="0.32903" LPOGV="1" RPOGX="0.59544" RPOGY="0.25926" RPOGV="1" BPOGX="0.58600" BPOGY="0.29414" BPOGV="1" LPCX="0.41151" LPCY="0.49369" LPD="22.37057" LPS="0.64928" LPV="1" RPCX="0.70679" RPCY="0.48253" RPD="23.80206" RPS="0.65241" RPV="1" LEYEX="-0.01737" LEYEY="-0.00055" LEYEZ="0.52083" LPUPILD="0.00414" LPUPILV="1" REYEX="0.04205" REYEY="0.00121" REYEZ="0.53627" RPUPILD="0.00450" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="22" />
<REC FPOGX="0.58951" FPOGY="0.29722" FPOGS="4986.15479" FPOGD="0.13477" FPOGID="14370" FPOGV="1" LPOGX="0.56585" LPOGY="0.34667" LPOGV="1" RPOGX="0.61102" RPOGY="0.27795" RPOGV="1" BPOGX="0.58844" BPOGY="0.31231" BPOGV="1" LPCX="0.41139" LPCY="0.49379" LPD="22.30187" LPS="0.65525" LPV="1" RPCX="0.70673" RPCY="0.48259" RPD="23.39518" RPS="0.65525" RPV="1" LEYEX="-0.01737" LEYEY="-0.00055" LEYEZ="0.52083" LPUPILD="0.00410" LPUPILV="1" REYEX="0.04205" REYEY="0.00121" REYEZ="0.53627" RPUPILD="0.00453" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="22" />
<REC FPOGX="0.58969" FPOGY="0.29802" FPOGS="4986.15479" FPOGD="0.14062" FPOGID="14370" FPOGV="1" LPOGX="0.57567" LPOGY="0.33853" LPOGV="1" RPOGX="0.61130" RPOGY="0.29094" RPOGV="1" BPOGX="0.59349" BPOGY="0.31473" BPOGV="1" LPCX="0.41127" LPCY="0.49380" LPD="22.30795" LPS="0.65810" LPV="1" RPCX="0.70670" RPCY="0.48262" RPD="23.41013" RPS="0.65810" RPV="1" LEYEX="-0.01737" LEYEY="-0.00055" LEYEZ="0.52083" LPUPILD="0.00409" LPUPILV="1" REYEX="0.04205" REYEY="0.00121" REYEZ="0.53627" RPUPILD="0.00450" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="22" />
<REC FPOGX="0.58986" FPOGY="0.29860" FPOGS="4986.15479" FPOGD="0.14697" FPOGID="14370" FPOGV="1" LPOGX="0.57524" LPOGY="0.33542" LPOGV="1" RPOGX="0.61201" RPOGY="0.28753" RPOGV="1" BPOGX="0.59363" BPOGY="0.31147" BPOGV="1" LPCX="0.41111" LPCY="0.49394" LPD="22.37086" LPS="0.66094" LPV="1" RPCX="0.70670" RPCY="0.48273" RPD="23.33925" RPS="0.66094" RPV="1" LEYEX="-0.01743" LEYEY="-0.00055" LEYEZ="0.52011" LPUPILD="0.00409" LPUPILV="1" REYEX="0.04128" REYEY="0.00107" REYEZ="0.52753" RPUPILD="0.00451" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="22" />
<REC FPOGX="0.58958" FPOGY="0.29737" FPOGS="4986.15479" FPOGD="0.15381" FPOGID="14370" FPOGV="1" LPOGX="0.57519" LPOGY="0.33089" LPOGV="1" RPOGX="0.59127" RPOGY="0.20727" RPOGV="1" BPOGX="0.58323" BPOGY="0.26908" BPOGV="1" LPCX="0.41075" LPCY="0.49379" LPD="22.28274" LPS="0.66094" LPV="1" RPCX="0.70651" RPCY="0.48270" RPD="23.60044" RPS="0.66094" RPV="1" LEYEX="-0.01743" LEYEY="-0.00055" LEYEZ="0.52011" LPUPILD="0.00415" LPUPILV="1" REYEX="0.04128" REYEY="0.00107" REYEZ="0.52753" RPUPILD="0.00448" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="22" />
<REC FPOGX="0.58941" FPOGY="0.29652" FPOGS="4986.15479" FPOGD="0.16064" FPOGID="14370" FPOGV="1" LPOGX="0.56282" LPOGY="0.33187" LPOGV="1" RPOGX="0.60774" RPOGY="0.22013" RPOGV="1" BPOGX="0.58528" BPOGY="0.27600" BPOGV="1" LPCX="0.41065" LPCY="0.49389" LPD="22.43025" LPS="0.66094" LPV="1" RPCX="0.70631" RPCY="0.48278" RPD="23.50364" RPS="0.66094" RPV="1" LEYEX="-0.01743" LEYEY="-0.00055" LEYEZ="0.52011" LPUPILD="0.00415" LPUPILV="1" REYEX="0.04128" REYEY="0.00107" REYEZ="0.52753" RPUPILD="0.00447" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="22" />
<REC FPOGX="0.58926" FPOGY="0.29559" FPOGS="4986.15479" FPOGD="0.16748" FPOGID="14370" FPOGV="1" LPOGX="0.56230" LPOGY="0.32852" LPOGV="1" RPOGX="0.60849" RPOGY="0.21616" RPOGV="1" BPOGX="0.58539" BPOGY="0.27234" BPOGV="1" LPCX="0.41052" LPCY="0.49385" LPD="22.43152" LPS="0.66400" LPV="1" RPCX="0.70623" RPCY="0.48285" RPD="23.57234" RPS="0.66400" RPV="1" LEYEX="-0.01812" LEYEY="-0.00056" LEYEZ="0.53720" LPUPILD="0.00410" LPUPILV="1" REYEX="0.04138" REYEY="0.00103" REYEZ="0.52977" RPUPILD="0.00448" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="22" />
