2025-05-29 10:12:57.726179
LEYEY="-0.02258" LEYEZ="0.67489" LPUPILD="0.00351" LPUPILV="1" REYEX="0.00044" REYEY="-0.02035" REYEZ="0.73319" RPUPILD="0.00423" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="6" />
<REC FPOGX="0.52121" FPOGY="-0.02713" FPOGS="528.97546" FPOGD="0.10657" FPOGID="1772" FPOGV="1" LPOGX="0.64873" LPOGY="0.02029" LPOGV="1" RPOGX="0.33100" RPOGY="-0.07635" RPOGV="1" BPOGX="0.48986" BPOGY="-0.02803" BPOGV="1" LPCX="0.25524" LPCY="0.60078" LPD="17.02834" LPS="1.16700" LPV="1" RPCX="0.50066" RPCY="0.58177" RPD="18.12185" RPS="1.16700" RPV="1" LEYEX="-0.06346" LEYEY="-0.02258" LEYEZ="0.67489" LPUPILD="0.00351" LPUPILV="1" REYEX="0.00044" REYEY="-0.02035" REYEZ="0.73319" RPUPILD="0.00423" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="6" />
<REC FPOGX="0.61225" FPOGY="0.18958" FPOGS="529.85913" FPOGD="0.18915" FPOGID="1775" FPOGV="1" LPOGX="0.75058" LPOGY="0.23451" LPOGV="1" RPOGX="0.46144" RPOGY="0.19536" RPOGV="1" BPOGX="0.60601" BPOGY="0.21493" BPOGV="1" LPCX="0.26145" LPCY="0.60410" LPD="16.52328" LPS="1.11531" LPV="1" RPCX="0.50739" RPCY="0.58634" RPD="18.44531" RPS="1.12448" RPV="1" LEYEX="-0.06277" LEYEY="-0.02335" LEYEZ="0.68285" LPUPILD="0.00355" LPUPILV="1" REYEX="0.00196" REYEY="-0.02026" REYEZ="0.70706" RPUPILD="0.00419" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="7" />
<REC FPOGX="0.61359" FPOGY="0.18973" FPOGS="529.85913" FPOGD="0.19531" FPOGID="1775" FPOGV="1" LPOGX="0.81052" LPOGY="0.21031" LPOGV="1" RPOGX="0.49449" RPOGY="0.17760" RPOGV="1" BPOGX="0.65250" BPOGY="0.19395" BPOGV="1" LPCX="0.26192" LPCY="0.60418" LPD="16.70533" LPS="1.11552" LPV="1" RPCX="0.50780" RPCY="0.58627" RPD="18.67342" RPS="1.12468" RPV="1" LEYEX="-0.06277" LEYEY="-0.02335" LEYEZ="0.68285" LPUPILD="0.00365" LPUPILV="1" REYEX="0.00196" REYEY="-0.02026" REYEZ="0.70706" RPUPILD="0.00408" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="7" />
<REC FPOGX="0.61490" FPOGY="0.19047" FPOGS="529.85913" FPOGD="0.20172" FPOGID="1775" FPOGV="1" LPOGX="0.78598" LPOGY="0.21424" LPOGV="1" RPOGX="0.52230" RPOGY="0.21156" RPOGV="1" BPOGX="0.65414" BPOGY="0.21290" BPOGV="1" LPCX="0.26211" LPCY="0.60419" LPD="16.71062" LPS="1.11573" LPV="1" RPCX="0.50818" RPCY="0.58665" RPD="18.59514" RPS="1.12489" RPV="1" LEYEX="-0.06277" LEYEY="-0.02335" LEYEZ="0.68285" LPUPILD="0.00361" LPUPILV="1" REYEX="0.00196" REYEY="-0.02026" REYEZ="0.70706" RPUPILD="0.00424" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="7" />
<REC FPOGX="0.61614" FPOGY="0.19106" FPOGS="529.85913" FPOGD="0.20819" FPOGID="1775" FPOGV="1" LPOGX="0.78679" LPOGY="0.20697" LPOGV="1" RPOGX="0.52230" RPOGY="0.21156" RPOGV="1" BPOGX="0.65455" BPOGY="0.20927" BPOGV="1" LPCX="0.26245" LPCY="0.60401" LPD="16.99825" LPS="1.12489" LPV="1" RPCX="0.50829" RPCY="0.58676" RPD="18.69552" RPS="1.12489" RPV="1" LEYEX="-0.06429" LEYEY="-0.02394" LEYEZ="0.69992" LPUPILD="0.00362" LPUPILV="1" REYEX="0.00195" REYEY="-0.01958" REYEZ="0.68327" RPUPILD="0.00429" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="7" />
<REC FPOGX="0.61726" FPOGY="0.19123" FPOGS="529.85913" FPOGD="0.21478" FPOGID="1775" FPOGV="1" LPOGX="0.80113" LPOGY="0.20676" LPOGV="1" RPOGX="0.50527" RPOGY="0.18661" RPOGV="1" BPOGX="0.65320" BPOGY="0.19668" BPOGV="1" LPCX="0.26226" LPCY="0.60412" LPD="16.60749" LPS="1.13385" LPV="1" RPCX="0.50828" RPCY="0.58662" RPD="18.43141" RPS="1.12469" RPV="1" LEYEX="-0.06429" LEYEY="-0.02394" LEYEZ="0.69992" LPUPILD="0.00359" LPUPILV="1" REYEX="0.00195" REYEY="-0.01958" REYEZ="0.68327" RPUPILD="0.00430" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="7" />
<REC FPOGX="0.61804" FPOGY="0.19229" FPOGS="529.85913" FPOGD="0.22144" FPOGID="1775" FPOGV="1" LPOGX="0.78772" LPOGY="0.25207" LPOGV="1" RPOGX="0.49983" RPOGY="0.20213" RPOGV="1" BPOGX="0.64378" BPOGY="0.22710" BPOGV="1" LPCX="0.26232" LPCY="0.60415" LPD="16.76530" LPS="1.13364" LPV="1" RPCX="0.50829" RPCY="0.58665" RPD="18.51775" RPS="1.12448" RPV="1" LEYEX="-0.06429" LEYEY="-0.02394" LEYEZ="0.69992" LPUPILD="0.00357" LPUPILV="1" REYEX="0.00195" REYEY="-0.01958" REYEZ="0.68327" RPUPILD="0.00429" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="7" />
<REC FPOGX="0.61878" FPOGY="0.19329" FPOGS="529.85913" FPOGD="0.22821" FPOGID="1775" FPOGV="1" LPOGX="0.78770" LPOGY="0.25222" LPOGV="1" RPOGX="0.49982" RPOGY="0.20229" RPOGV="1" BPOGX="0.64376" BPOGY="0.22726" BPOGV="1" LPCX="0.26217" LPCY="0.60434" LPD="17.02427" LPS="1.13344" LPV="1" RPCX="0.50816" RPCY="0.58669" RPD="18.76585" RPS="1.12427" RPV="1" LEYEX="-0.06429" LEYEY="-0.02394" LEYEZ="0.69992" LPUPILD="0.00363" LPUPILV="1" REYEX="0.00195" REYEY="-0.01958" REYEZ="0.68327" RPUPILD="0.00425" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="7" />
<REC FPOGX="0.61968" FPOGY="0.19458" FPOGS="529.85913" FPOGD="0.23456" FPOGID="1775" FPOGV="1" LPOGX="0.81697" LPOGY="0.24944" LPOGV="1" RPOGX="0.48517" RPOGY="0.23053" RPOGV="1" BPOGX="0.65107" BPOGY="0.23998" BPOGV="1" LPCX="0.26218" LPCY="0.60454" LPD="17.58908" LPS="1.12427" LPV="1" RPCX="0.50816" RPCY="0.58669" RPD="18.77091" RPS="1.12427" RPV="1" LEYEX="-0.06429" LEYEY="-0.02394" LEYEZ="0.69992" LPUPILD="0.00361" LPUPILV="1" REYEX="0.00195" REYEY="-0.01958" REYEZ="0.68327" RPUPILD="0.00424" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="7" />
<REC FPOGX="0.62047" FPOGY="0.19567" FPOGS="529.85913" FPOGD="0.24133" FPOGID="1775" FPOGV="1" LPOGX="0.81612" LPOGY="0.24626" LPOGV="1" RPOGX="0.48201" RPOGY="0.22324" RPOGV="1" BPOGX="0.64906" BPOGY="0.23475" BPOGV="1" LPCX="0.26219" LPCY="0.60446" LPD="17.37408" LPS="1.12427" LPV="1" RPCX="0.50808" RPCY="0.58672" RPD="18.93765" RPS="1.12427" RPV="1" LEYEX="-0.06429" LEYEY="-0.02394" LEYEZ="0.69992" LPUPILD="0.00362" LPUPILV="1" REYEX="0.00195" REYEY="-0.01958" REYEZ="0.68327" RPUPILD="0.00425" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="7" />
<REC FPOGX="0.63801" FPOGY="0.21770" FPOGS="529.85913" FPOGD="0.24133" FPOGID="1775" FPOGV="0" LPOGX="0.81510" LPOGY="0.25309" LPOGV="1" RPOGX="0.48167" RPOGY="0.23014" RPOGV="1" BPOGX="0.64838" BPOGY="0.24162" BPOGV="1" LPCX="0.26202" LPCY="0.60437" LPD="16.96169" LPS="1.11531" LPV="1" RPCX="0.50815" RPCY="0.58667" RPD="18.79485" RPS="1.11531" RPV="1" LEYEX="-0.06277" LEYEY="-0.02335" LEYEZ="0.68285" LPUPILD="0.00360" LPUPILV="1" REYEX="0.00195" REYEY="-0.01958" REYEZ="0.68327" RPUPILD="0.00424" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="7" />
<REC FPOGX="0.64837" FPOGY="0.22629" FPOGS="529.85913" FPOGD="0.24133" FPOGID="1775" FPOGV="0" LPOGX="0.81017" LPOGY="0.24128" LPOGV="1" RPOGX="0.50730" RPOGY="0.22848" RPOGV="1" BPOGX="0.65873" BPOGY="0.23488" BPOGV="1" LPCX="0.26189" LPCY="0.60450" LPD="17.35382" LPS="1.10635" LPV="1" RPCX="0.50797" RPCY="0.58672" RPD="18.98207" RPS="1.10635" RPV="1" LEYEX="-0.06277" LEYEY="-0.02335" LEYEZ="0.68285" LPUPILD="0.00360" LPUPILV="1" REYEX="0.00195" REYEY="-0.01958" REYEZ="0.68327" RPUPILD="0.00430" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="7" />
<REC FPOGX="0.64731" FPOGY="0.22439" FPOGS="529.85913" FPOGD="0.24133" FPOGID="1775" FPOGV="0" LPOGX="0.78934" LPOGY="0.26124" LPOGV="1" RPOGX="0.50104" RPOGY="0.17995" RPOGV="1" BPOGX="0.64519" BPOGY="0.22060" BPOGV="1" LPCX="0.26182" LPCY="0.60453" LPD="17.16674" LPS="1.09739" LPV="1" RPCX="0.50790" RPCY="0.58675" RPD="18.83967" RPS="1.09739" RPV="1" LEYEX="-0.06277" LEYEY="-0.02335" LEYEZ="0.68285" LPUPILD="0.00363" LPUPILV="1" REYEX="0.00195" REYEY="-0.01958" REYEZ="0.68327" RPUPILD="0.00435" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="7" />
<REC FPOGX="0.64675" FPOGY="0.22319" FPOGS="530.10748" FPOGD="0.02014" FPOGID="1776" FPOGV="1" LPOGX="0.78850" LPOGY="0.26808" LPOGV="1" RPOGX="0.50163" RPOGY="0.17111" RPOGV="1" BPOGX="0.64507" BPOGY="0.21959" BPOGV="1" LPCX="0.26166" LPCY="0.60446" LPD="17.10991" LPS="1.08844" LPV="1" RPCX="0.50785" RPCY="0.58678" RPD="18.95921" RPS="1.10808" RPV="1" LEYEX="-0.06158" LEYEY="-0.02296" LEYEZ="0.66985" LPUPILD="0.00354" LPUPILV="1" REYEX="0.00198" REYEY="-0.02104" REYEZ="0.73444" RPUPILD="0.00433" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="7" />
<REC FPOGX="0.64401" FPOGY="0.22549" FPOGS="530.10748" FPOGD="0.02710" FPOGID="1776" FPOGV="1" LPOGX="0.77996" LPOGY="0.26381" LPOGV="1" RPOGX="0.48619" RPOGY="0.20554" RPOGV="1" BPOGX="0.63307" BPOGY="0.23468" BPOGV="1" LPCX="0.26169" LPCY="0.60472" LPD="17.57194" LPS="1.10808" LPV="1" RPCX="0.50780" RPCY="0.58673" RPD="18.78940" RPS="1.12772" RPV="1" LEYEX="-0.06158" LEYEY="-0.02296" LEYEZ="0.66985" LPUPILD="0.00358" LPUPILV="1" REYEX="0.00198" REYEY="-0.02104" REYEZ="0.73444" RPUPILD="0.00441" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="7" />
<REC FPOGX="0.64421" FPOGY="0.22188" FPOGS="530.10748" FPOGD="0.03351" FPOGID="1776" FPOGV="1" LPOGX="0.77825" LPOGY="0.20643" LPOGV="1" RPOGX="0.51213" RPOGY="0.20118" RPOGV="1" BPOGX="0.64519" BPOGY="0.20381" BPOGV="1" LPCX="0.26158" LPCY="0.60461" LPD="17.13466" LPS="1.12772" LPV="1" RPCX="0.50779" RPCY="0.58667" RPD="18.85611" RPS="1.14736" RPV="1" LEYEX="-0.06158" LEYEY="-0.02296" LEYEZ="0.66985" LPUPILD="0.00360" LPUPILV="1" REYEX="0.00198" REYEY="-0.02104" REYEZ="0.73444" RPUPILD="0.00441" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="7" />
<REC FPOGX="0.64455" FPOGY="0.21719" FPOGS="530.10748" FPOGD="0.04028" FPOGID="1776" FPOGV="1" LPOGX="0.78056" LPOGY="0.18382" LPOGV="1" RPOGX="0.51268" RPOGY="0.19427" RPOGV="1" BPOGX="0.64662" BPOGY="0.18905" BPOGV="1" LPCX="0.26163" LPCY="0.60465" LPD="17.34915" LPS="1.15632" LPV="1" RPCX="0.50764" RPCY="0.58670" RPD="18.84734" RPS="1.15632" RPV="1" LEYEX="-0.06493" LEYEY="-0.02419" LEYEZ="0.70567" LPUPILD="0.00359" LPUPILV="1" REYEX="0.00174" REYEY="-0.01951" REYEZ="0.68095" RPUPILD="0.00432" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="7" />
<REC FPOGX="0.64540" FPOGY="0.20852" FPOGS="530.10748" FPOGD="0.04681" FPOGID="1776" FPOGV="1" LPOGX="0.78110" LPOGY="0.15955" LPOGV="1" RPOGX="0.52156" RPOGY="0.13623" RPOGV="1" BPOGX="0.65133" BPOGY="0.14789" BPOGV="1" LPCX="0.26174" LPCY="0.60466" LPD="17.49930" LPS="1.16528" LPV="1" RPCX="0.50764" RPCY="0.58671" RPD="18.76851" RPS="1.14564" RPV="1" LEYEX="-0.06493" LEYEY="-0.02419" LEYEZ="0.70567" LPUPILD="0.00359" LPUPILV="1" REYEX="0.00174" REYEY="-0.01951" REYEZ="0.68095" RPUPILD="0.00431" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="7" />
<REC FPOGX="0.64697" FPOGY="0.20801" FPOGS="530.10748" FPOGD="0.05334" FPOGID="1776" FPOGV="1" LPOGX="0.80379" LPOGY="0.19905" LPOGV="1" RPOGX="0.51523" RPOGY="0.20879" RPOGV="1" BPOGX="0.65951" BPOGY="0.20392" BPOGV="1" LPCX="0.26167" LPCY="0.60464" LPD="17.19006" LPS="1.15460" LPV="1" RPCX="0.50762" RPCY="0.58676" RPD="18.70605" RPS="1.13495" RPV="1" LEYEX="-0.06493" LEYEY="-0.02419" LEYEZ="0.70567" LPUPILD="0.00363" LPUPILV="1" REYEX="0.00174" REYEY="-0.01951" REYEZ="0.68095" RPUPILD="0.00431" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="7" />
<REC FPOGX="0.64813" FPOGY="0.20843" FPOGS="530.10748" FPOGD="0.06024" FPOGID="1776" FPOGV="1" LPOGX="0.80272" LPOGY="0.20741" LPOGV="1" RPOGX="0.51453" RPOGY="0.21705" RPOGV="1" BPOGX="0.65863" BPOGY="0.21223" BPOGV="1" LPCX="0.26154" LPCY="0.60480" LPD="16.92415" LPS="1.14391" LPV="1" RPCX="0.50763" RPCY="0.58678" RPD="18.68677" RPS="1.12427" RPV="1" LEYEX="-0.06473" LEYEY="-0.02408" LEYEZ="0.70244" LPUPILD="0.00363" LPUPILV="1" REYEX="0.00178" REYEY="-0.02004" REYEZ="0.69759" RPUPILD="0.00431" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="7" />
<REC FPOGX="0.64771" FPOGY="0.20949" FPOGS="530.10748" FPOGD="0.06677" FPOGID="1776" FPOGV="1" LPOGX="0.78890" LPOGY="0.22616" LPOGV="1" RPOGX="0.49813" RPOGY="0.21393" RPOGV="1" BPOGX="0.64351" BPOGY="0.22004" BPOGV="1" LPCX="0.26154" LPCY="0.60480" LPD="16.92415" LPS="1.12427" LPV="1" RPCX="0.50751" RPCY="0.58683" RPD="18.92733" RPS="1.12427" RPV="1" LEYEX="-0.06473" LEYEY="-0.02408" LEYEZ="0.70244" LPUPILD="0.00363" LPUPILV="1" REYEX="0.00178" REYEY="-0.02004" REYEZ="0.69759" RPUPILD="0.00436" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="7" />
<REC FPOGX="0.64857" FPOGY="0.21160" FPOGS="530.10748" FPOGD="0.07336" FPOGID="1776" FPOGV="1" LPOGX="0.82253" LPOGY="0.24419" LPOGV="1" RPOGX="0.49347" RPOGY="0.22537" RPOGV="1" BPOGX="0.65800" BPOGY="0.23478" BPOGV="1" LPCX="0.26154" LPCY="0.60480" LPD="16.92415" LPS="1.12427" LPV="1" RPCX="0.50748" RPCY="0.58681" RPD="18.89596" RPS="1.12427" RPV="1" LEYEX="-0.06473" LEYEY="-0.02408" LEYEZ="0.70244" LPUPILD="0.00363" LPUPILV="1" REYEX="0.00178" REYEY="-0.02004" REYEZ="0.69759" RPUPILD="0.00438" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="7" />
<REC FPOGX="0.64924" FPOGY="0.21391" FPOGS="530.10748" FPOGD="0.08044" FPOGID="1776" FPOGV="1" LPOGX="0.82147" LPOGY="0.25105" LPOGV="1" RPOGX="0.49305" RPOGY="0.23225" RPOGV="1" BPOGX="0.65726" BPOGY="0.24165" BPOGV="1" LPCX="0.26133" LPCY="0.60474" LPD="17.04631" LPS="1.11531" LPV="1" RPCX="0.50741" RPCY="0.58685" RPD="18.99736" RPS="1.11531" RPV="1" LEYEX="-0.06294" LEYEY="-0.02339" LEYEZ="0.68244" LPUPILD="0.00364" LPUPILV="1" REYEX="0.00174" REYEY="-0.01951" REYEZ="0.68095" RPUPILD="0.00434" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="7" />
<REC FPOGX="0.64945" FPOGY="0.21508" FPOGS="530.10748" FPOGD="0.08765" FPOGID="1776" FPOGV="1" LPOGX="0.81745" LPOGY="0.24100" LPOGV="1" RPOGX="0.48689" RPOGY="0.21951" RPOGV="1" BPOGX="0.65217" BPOGY="0.23026" BPOGV="1" LPCX="0.26125" LPCY="0.60466" LPD="16.77044" LPS="1.10635" LPV="1" RPCX="0.50739" RPCY="0.58676" RPD="18.97105" RPS="1.10635" RPV="1" LEYEX="-0.06294" LEYEY="-0.02339" LEYEZ="0.68244" LPUPILD="0.00368" LPUPILV="1" REYEX="0.00174" REYEY="-0.01951" REYEZ="0.68095" RPUPILD="0.00427" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="7" />
<REC FPOGX="0.64945" FPOGY="0.21699" FPOGS="530.10748" FPOGD="0.09387" FPOGID="1776" FPOGV="1" LPOGX="0.81510" LPOGY="0.27455" LPOGV="1" RPOGX="0.48367" RPOGY="0.21298" RPOGV="1" BPOGX="0.64938" BPOGY="0.24376" BPOGV="1" LPCX="0.26133" LPCY="0.60473" LPD="16.91642" LPS="1.09739" LPV="1" RPCX="0.50741" RPCY="0.58666" RPD="18.90844" RPS="1.09739" RPV="1" LEYEX="-0.06294" LEYEY="-0.02339" LEYEZ="0.68244" LPUPILD="0.00367" LPUPILV="1" REYEX="0.00174" REYEY="-0.01951" REYEZ="0.68095" RPUPILD="0.00431" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="7" />
<REC FPOGX="0.64940" FPOGY="0.21910" FPOGS="530.10748" FPOGD="0.10095" FPOGID="1776" FPOGV="1" LPOGX="0.81407" LPOGY="0.28131" LPOGV="1" RPOGX="0.48330" RPOGY="0.22013" RPOGV="1" BPOGX="0.64869" BPOGY="0.25072" BPOGV="1" LPCX="0.26134" LPCY="0.60458" LPD="16.54084" LPS="1.08844" LPV="1" RPCX="0.50737" RPCY="0.58668" RPD="19.03078" RPS="1.08844" RPV="1" LEYEX="-0.06294" LEYEY="-0.02339" LEYEZ="0.68244" LPUPILD="0.00369" LPUPILV="1" REYEX="0.00174" REYEY="-0.01951" REYEZ="0.68095" RPUPILD="0.00430" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="7" />
