2025-05-29 11:39:02.766893
EYEZ="0.67728" RPUPILD="0.00377" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="12" />
<ACK ID="ENABLE_SEND_DATA" STATE="0" />
<ACK ID="ENABLE_SEND_DATA" STATE="1" />
<REC FPOGX="0.49720" FPOGY="0.62375" FPOGS="5694.44922" FPOGD="0.22119" FPOGID="13815" FPOGV="1" LPOGX="0.48823" LPOGY="0.66209" LPOGV="1" RPOGX="0.50302" RPOGY="0.55379" RPOGV="1" BPOGX="0.49563" BPOGY="0.60794" BPOGV="1" LPCX="0.34698" LPCY="0.68099" LPD="18.64630" LPS="1.10948" LPV="1" RPCX="0.59449" RPCY="0.67026" RPD="17.88202" RPS="1.10948" RPV="1" LEYEX="0.00000" LEYEY="0.00000" LEYEZ="0.00000" LPUPILD="0.00403" LPUPILV="0" REYEX="0.02409" REYEY="-0.03599" REYEZ="0.67211" RPUPILD="0.00386" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="12" />
<REC FPOGX="0.49903" FPOGY="0.62125" FPOGS="5694.44922" FPOGD="0.29492" FPOGID="13815" FPOGV="1" LPOGX="0.50411" LPOGY="0.63770" LPOGV="1" RPOGX="0.50691" RPOGY="0.61747" RPOGV="1" BPOGX="0.50551" BPOGY="0.62758" BPOGV="1" LPCX="0.34569" LPCY="0.68073" LPD="18.32934" LPS="1.11358" LPV="1" RPCX="0.59336" RPCY="0.67030" RPD="17.59110" RPS="1.13083" RPV="1" LEYEX="-0.04036" LEYEY="-0.03913" LEYEZ="0.69190" LPUPILD="0.00410" LPUPILV="1" REYEX="0.02481" REYEY="-0.03746" REYEZ="0.70242" RPUPILD="0.00389" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="12" />
<REC FPOGX="0.49890" FPOGY="0.62106" FPOGS="5694.44922" FPOGD="0.30225" FPOGID="13815" FPOGV="1" LPOGX="0.48393" LPOGY="0.61351" LPOGV="1" RPOGX="0.50241" RPOGY="0.61171" RPOGV="1" BPOGX="0.49317" BPOGY="0.61261" BPOGV="1" LPCX="0.34568" LPCY="0.68060" LPD="18.50295" LPS="1.11163" LPV="1" RPCX="0.59341" RPCY="0.67035" RPD="17.53788" RPS="1.12889" RPV="1" LEYEX="-0.04036" LEYEY="-0.03913" LEYEZ="0.69190" LPUPILD="0.00411" LPUPILV="1" REYEX="0.02481" REYEY="-0.03746" REYEZ="0.70242" RPUPILD="0.00388" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="12" />
<REC FPOGX="0.49878" FPOGY="0.62094" FPOGS="5694.44922" FPOGD="0.30811" FPOGID="13815" FPOGV="1" LPOGX="0.48427" LPOGY="0.61428" LPOGV="1" RPOGX="0.50178" RPOGY="0.61641" RPOGV="1" BPOGX="0.49302" BPOGY="0.61535" BPOGV="1" LPCX="0.34573" LPCY="0.68075" LPD="18.97105" LPS="1.10969" LPV="1" RPCX="0.59313" RPCY="0.67024" RPD="18.37196" RPS="1.11778" RPV="1" LEYEX="-0.04036" LEYEY="-0.03913" LEYEZ="0.69190" LPUPILD="0.00399" LPUPILV="1" REYEX="0.02431" REYEY="-0.03678" REYEZ="0.68968" RPUPILD="0.00383" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="12" />
<REC FPOGX="0.49906" FPOGY="0.62090" FPOGS="5694.44922" FPOGD="0.31494" FPOGID="13815" FPOGV="1" LPOGX="0.48854" LPOGY="0.58988" LPOGV="1" RPOGX="0.53605" RPOGY="0.64797" RPOGV="1" BPOGX="0.51230" BPOGY="0.61892" BPOGV="1" LPCX="0.34551" LPCY="0.68045" LPD="18.10958" LPS="1.11778" LPV="1" RPCX="0.59315" RPCY="0.67002" RPD="18.01132" RPS="1.10861" RPV="1" LEYEX="-0.04036" LEYEY="-0.03913" LEYEZ="0.69190" LPUPILD="0.00408" LPUPILV="1" REYEX="0.02431" REYEY="-0.03678" REYEZ="0.68968" RPUPILD="0.00390" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="12" />
<REC FPOGX="0.49902" FPOGY="0.62116" FPOGS="5694.44922" FPOGD="0.32129" FPOGID="13815" FPOGV="1" LPOGX="0.49078" LPOGY="0.63779" LPOGV="1" RPOGX="0.50363" RPOGY="0.64267" RPOGV="1" BPOGX="0.49720" BPOGY="0.64023" BPOGV="1" LPCX="0.34553" LPCY="0.68041" LPD="18.64567" LPS="1.10861" LPV="1" RPCX="0.59311" RPCY="0.66979" RPD="17.98692" RPS="1.09945" RPV="1" LEYEX="-0.04036" LEYEY="-0.03913" LEYEZ="0.69190" LPUPILD="0.00404" LPUPILV="1" REYEX="0.02431" REYEY="-0.03678" REYEZ="0.68968" RPUPILD="0.00395" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="12" />
<REC FPOGX="0.49876" FPOGY="0.62192" FPOGS="5694.44922" FPOGD="0.32812" FPOGID="13815" FPOGV="1" LPOGX="0.49232" LPOGY="0.64127" LPOGV="1" RPOGX="0.50363" RPOGY="0.64267" RPOGV="1" BPOGX="0.49797" BPOGY="0.64197" BPOGV="1" LPCX="0.34563" LPCY="0.68020" LPD="18.84402" LPS="1.09945" LPV="1" RPCX="0.59295" RPCY="0.66982" RPD="18.31908" RPS="1.09945" RPV="1" LEYEX="-0.03961" LEYEY="-0.03825" LEYEZ="0.67904" LPUPILD="0.00403" LPUPILV="1" REYEX="0.02481" REYEY="-0.03746" REYEZ="0.70242" RPUPILD="0.00392" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="12" />
<REC FPOGX="0.49802" FPOGY="0.62206" FPOGS="5694.44922" FPOGD="0.33496" FPOGID="13815" FPOGV="1" LPOGX="0.46966" LPOGY="0.66490" LPOGV="1" RPOGX="0.51831" RPOGY="0.59556" RPOGV="1" BPOGX="0.49399" BPOGY="0.63023" BPOGV="1" LPCX="0.34551" LPCY="0.68008" LPD="18.94322" LPS="1.09945" LPV="1" RPCX="0.59304" RPCY="0.66945" RPD="18.07048" RPS="1.10861" RPV="1" LEYEX="-0.03961" LEYEY="-0.03825" LEYEZ="0.67904" LPUPILD="0.00403" LPUPILV="1" REYEX="0.02481" REYEY="-0.03746" REYEZ="0.70242" RPUPILD="0.00389" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="12" />
<REC FPOGX="0.49732" FPOGY="0.62140" FPOGS="5694.44922" FPOGD="0.34131" FPOGID="13815" FPOGV="1" LPOGX="0.47417" LPOGY="0.64643" LPOGV="1" RPOGX="0.53755" RPOGY="0.56520" RPOGV="1" BPOGX="0.50586" BPOGY="0.60581" BPOGV="1" LPCX="0.34543" LPCY="0.67995" LPD="18.70832" LPS="1.10861" LPV="1" RPCX="0.59307" RPCY="0.66944" RPD="18.02730" RPS="1.11778" RPV="1" LEYEX="-0.03961" LEYEY="-0.03825" LEYEZ="0.67904" LPUPILD="0.00404" LPUPILV="1" REYEX="0.02481" REYEY="-0.03746" REYEZ="0.70242" RPUPILD="0.00390" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="12" />
<REC FPOGX="0.49660" FPOGY="0.62091" FPOGS="5694.44922" FPOGD="0.34863" FPOGID="13815" FPOGV="1" LPOGX="0.47250" LPOGY="0.64303" LPOGV="1" RPOGX="0.53755" RPOGY="0.56520" RPOGV="1" BPOGX="0.50502" BPOGY="0.60411" BPOGV="1" LPCX="0.34544" LPCY="0.67989" LPD="19.08301" LPS="1.11778" LPV="1" RPCX="0.59307" RPCY="0.66929" RPD="17.94394" RPS="1.11778" RPV="1" LEYEX="-0.04036" LEYEY="-0.03892" LEYEZ="0.69190" LPUPILD="0.00396" LPUPILV="1" REYEX="0.02431" REYEY="-0.03657" REYEZ="0.68968" RPUPILD="0.00394" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="12" />
<REC FPOGX="0.49644" FPOGY="0.62171" FPOGS="5694.44922" FPOGD="0.35498" FPOGID="13815" FPOGV="1" LPOGX="0.48111" LPOGY="0.63117" LPOGV="1" RPOGX="0.52597" RPOGY="0.62589" RPOGV="1" BPOGX="0.50354" BPOGY="0.62853" BPOGV="1" LPCX="0.34551" LPCY="0.67964" LPD="18.77214" LPS="1.11778" LPV="1" RPCX="0.59303" RPCY="0.66922" RPD="18.35777" RPS="1.10861" RPV="1" LEYEX="-0.04036" LEYEY="-0.03892" LEYEZ="0.69190" LPUPILD="0.00404" LPUPILV="1" REYEX="0.02431" REYEY="-0.03657" REYEZ="0.68968" RPUPILD="0.00393" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="12" />
<REC FPOGX="0.49715" FPOGY="0.62222" FPOGS="5694.44922" FPOGD="0.36133" FPOGID="13815" FPOGV="1" LPOGX="0.49623" LPOGY="0.61617" LPOGV="1" RPOGX="0.53180" RPOGY="0.66548" RPOGV="1" BPOGX="0.51402" BPOGY="0.64082" BPOGV="1" LPCX="0.34543" LPCY="0.67954" LPD="19.19337" LPS="1.10861" LPV="1" RPCX="0.59301" RPCY="0.66913" RPD="18.20482" RPS="1.09945" RPV="1" LEYEX="-0.04036" LEYEY="-0.03892" LEYEZ="0.69190" LPUPILD="0.00402" LPUPILV="1" REYEX="0.02431" REYEY="-0.03657" REYEZ="0.68968" RPUPILD="0.00389" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="12" />
<REC FPOGX="0.49790" FPOGY="0.62286" FPOGS="5694.44922" FPOGD="0.36865" FPOGID="13815" FPOGV="1" LPOGX="0.49772" LPOGY="0.61983" LPOGV="1" RPOGX="0.53180" RPOGY="0.66548" RPOGV="1" BPOGX="0.51476" BPOGY="0.64265" BPOGV="1" LPCX="0.34539" LPCY="0.67943" LPD="18.89845" LPS="1.09945" LPV="1" RPCX="0.59300" RPCY="0.66895" RPD="18.19846" RPS="1.09945" RPV="1" LEYEX="-0.04036" LEYEY="-0.03892" LEYEZ="0.69190" LPUPILD="0.00406" LPUPILV="1" REYEX="0.02481" REYEY="-0.03725" REYEZ="0.70242" RPUPILD="0.00390" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="12" />
<REC FPOGX="0.49887" FPOGY="0.62404" FPOGS="5694.44922" FPOGD="0.37500" FPOGID="13815" FPOGV="1" LPOGX="0.49141" LPOGY="0.68429" LPOGV="1" RPOGX="0.52030" RPOGY="0.61426" RPOGV="1" BPOGX="0.50585" BPOGY="0.64927" BPOGV="1" LPCX="0.34526" LPCY="0.67928" LPD="18.66537" LPS="1.09945" LPV="1" RPCX="0.59299" RPCY="0.66884" RPD="18.08821" RPS="1.10861" RPV="1" LEYEX="-0.04036" LEYEY="-0.03892" LEYEZ="0.69190" LPUPILD="0.00406" LPUPILV="1" REYEX="0.02481" REYEY="-0.03725" REYEZ="0.70242" RPUPILD="0.00399" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="12" />
<REC FPOGX="0.49952" FPOGY="0.62418" FPOGS="5694.44922" FPOGD="0.38184" FPOGID="13815" FPOGV="1" LPOGX="0.48645" LPOGY="0.65502" LPOGV="1" RPOGX="0.52790" RPOGY="0.58580" RPOGV="1" BPOGX="0.50718" BPOGY="0.62041" BPOGV="1" LPCX="0.34533" LPCY="0.67920" LPD="18.89635" LPS="1.10861" LPV="1" RPCX="0.59299" RPCY="0.66870" RPD="17.97262" RPS="1.11778" RPV="1" LEYEX="-0.04036" LEYEY="-0.03892" LEYEZ="0.69190" LPUPILD="0.00403" LPUPILV="1" REYEX="0.02481" REYEY="-0.03725" REYEZ="0.70242" RPUPILD="0.00397" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="12" />
<REC FPOGX="0.50010" FPOGY="0.62402" FPOGS="5694.44922" FPOGD="0.38867" FPOGID="13815" FPOGV="1" LPOGX="0.48334" LPOGY="0.64842" LPOGV="1" RPOGX="0.52797" RPOGY="0.58541" RPOGV="1" BPOGX="0.50565" BPOGY="0.61692" BPOGV="1" LPCX="0.34513" LPCY="0.67909" LPD="18.51838" LPS="1.12674" LPV="1" RPCX="0.59284" RPCY="0.66858" RPD="18.54932" RPS="1.11865" RPV="1" LEYEX="-0.04119" LEYEY="-0.03935" LEYEZ="0.70329" LPUPILD="0.00406" LPUPILV="1" REYEX="0.02308" REYEY="-0.03470" REYEZ="0.65620" RPUPILD="0.00392" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="12" />
<REC FPOGX="0.50045" FPOGY="0.62498" FPOGS="5694.44922" FPOGD="0.39648" FPOGID="13815" FPOGV="1" LPOGX="0.48157" LPOGY="0.67503" LPOGV="1" RPOGX="0.51849" RPOGY="0.67678" RPOGV="1" BPOGX="0.50003" BPOGY="0.67590" BPOGV="1" LPCX="0.34518" LPCY="0.67858" LPD="18.52399" LPS="1.12761" LPV="1" RPCX="0.59287" RPCY="0.66818" RPD="18.34025" RPS="1.11036" RPV="1" LEYEX="-0.04119" LEYEY="-0.03935" LEYEZ="0.70329" LPUPILD="0.00402" LPUPILV="1" REYEX="0.02308" REYEY="-0.03470" REYEZ="0.65620" RPUPILD="0.00387" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="12" />
<REC FPOGX="0.50069" FPOGY="0.62501" FPOGS="5694.44922" FPOGD="0.40234" FPOGID="13815" FPOGV="1" LPOGX="0.47185" LPOGY="0.66952" LPOGV="1" RPOGX="0.52198" RPOGY="0.63931" RPOGV="1" BPOGX="0.49692" BPOGY="0.65441" BPOGV="1" LPCX="0.34515" LPCY="0.67841" LPD="18.61592" LPS="1.11931" LPV="1" RPCX="0.59291" RPCY="0.66797" RPD="18.13639" RPS="1.10206" RPV="1" LEYEX="-0.04119" LEYEY="-0.03935" LEYEZ="0.70329" LPUPILD="0.00407" LPUPILV="1" REYEX="0.02308" REYEY="-0.03470" REYEZ="0.65620" RPUPILD="0.00392" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="12" />
<REC FPOGX="0.50093" FPOGY="0.62501" FPOGS="5694.44922" FPOGD="0.40820" FPOGID="13815" FPOGV="1" LPOGX="0.47337" LPOGY="0.67241" LPOGV="1" RPOGX="0.52196" RPOGY="0.63939" RPOGV="1" BPOGX="0.49767" BPOGY="0.65590" BPOGV="1" LPCX="0.34511" LPCY="0.67801" LPD="18.79028" LPS="1.11102" LPV="1" RPCX="0.59290" RPCY="0.66779" RPD="18.24368" RPS="1.10185" RPV="1" LEYEX="-0.04119" LEYEY="-0.03914" LEYEZ="0.70329" LPUPILD="0.00406" LPUPILV="1" REYEX="0.02431" REYEY="-0.03636" REYEZ="0.68968" RPUPILD="0.00406" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="12" />
<REC FPOGX="0.50121" FPOGY="0.62410" FPOGS="5694.44922" FPOGD="0.41553" FPOGID="13815" FPOGV="1" LPOGX="0.48184" LPOGY="0.56896" LPOGV="1" RPOGX="0.52057" RPOGY="0.57121" RPOGV="1" BPOGX="0.50120" BPOGY="0.57009" BPOGV="1" LPCX="0.34517" LPCY="0.67751" LPD="18.76905" LPS="1.10185" LPV="1" RPCX="0.59288" RPCY="0.66748" RPD="18.38076" RPS="1.10994" RPV="1" LEYEX="-0.04119" LEYEY="-0.03914" LEYEZ="0.70329" LPUPILD="0.00404" LPUPILV="1" REYEX="0.02431" REYEY="-0.03636" REYEZ="0.68968" RPUPILD="0.00394" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="12" />
<REC FPOGX="0.50192" FPOGY="0.62446" FPOGS="5694.44922" FPOGD="0.42188" FPOGID="13815" FPOGV="1" LPOGX="0.51822" LPOGY="0.67496" LPOGV="1" RPOGX="0.51809" RPOGY="0.64450" RPOGV="1" BPOGX="0.51816" BPOGY="0.65973" BPOGV="1" LPCX="0.34517" LPCY="0.67744" LPD="18.85214" LPS="1.10994" LPV="1" RPCX="0.59284" RPCY="0.66716" RPD="18.19219" RPS="1.11803" RPV="1" LEYEX="-0.04119" LEYEY="-0.03914" LEYEZ="0.70329" LPUPILD="0.00404" LPUPILV="1" REYEX="0.02431" REYEY="-0.03636" REYEZ="0.68968" RPUPILD="0.00391" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="12" />
<REC FPOGX="0.50263" FPOGY="0.62476" FPOGS="5694.44922" FPOGD="0.42871" FPOGID="13815" FPOGV="1" LPOGX="0.51706" LPOGY="0.67214" LPOGV="1" RPOGX="0.51866" RPOGY="0.64128" RPOGV="1" BPOGX="0.51786" BPOGY="0.65671" BPOGV="1" LPCX="0.34507" LPCY="0.67700" LPD="18.72292" LPS="1.11803" LPV="1" RPCX="0.59300" RPCY="0.66671" RPD="18.07207" RPS="1.12612" RPV="1" LEYEX="-0.04119" LEYEY="-0.03893" LEYEZ="0.70329" LPUPILD="0.00405" LPUPILV="1" REYEX="0.02408" REYEY="-0.03577" REYEZ="0.68323" RPUPILD="0.00395" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="12" />
<REC FPOGX="0.50300" FPOGY="0.62504" FPOGS="5694.44922" FPOGD="0.43555" FPOGID="13815" FPOGV="1" LPOGX="0.48068" LPOGY="0.63033" LPOGV="1" RPOGX="0.52132" RPOGY="0.67287" RPOGV="1" BPOGX="0.50100" BPOGY="0.65160" BPOGV="1" LPCX="0.34517" LPCY="0.67647" LPD="18.84439" LPS="1.12612" LPV="1" RPCX="0.59290" RPCY="0.66641" RPD="18.35845" RPS="1.12612" RPV="1" LEYEX="-0.04119" LEYEY="-0.03893" LEYEZ="0.70329" LPUPILD="0.00404" LPUPILV="1" REYEX="0.02408" REYEY="-0.03577" REYEZ="0.68323" RPUPILD="0.00400" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="12" />
<REC FPOGX="0.50359" FPOGY="0.62522" FPOGS="5694.44922" FPOGD="0.44238" FPOGID="13815" FPOGV="1" LPOGX="0.48641" LPOGY="0.64390" LPOGV="1" RPOGX="0.51887" RPOGY="0.61846" RPOGV="1" BPOGX="0.50264" BPOGY="0.63118" BPOGV="1" LPCX="0.34511" LPCY="0.67622" LPD="18.69023" LPS="1.12612" LPV="1" RPCX="0.59288" RPCY="0.66613" RPD="18.22765" RPS="1.12612" RPV="1" LEYEX="-0.04119" LEYEY="-0.03893" LEYEZ="0.70329" LPUPILD="0.00417" LPUPILV="1" REYEX="0.02408" REYEY="-0.03577" REYEZ="0.68323" RPUPILD="0.00389" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="12" />
<REC FPOGX="0.50419" FPOGY="0.62550" FPOGS="5694.44922" FPOGD="0.44922" FPOGID="13815" FPOGV="1" LPOGX="0.48468" LPOGY="0.64013" LPOGV="1" RPOGX="0.52024" RPOGY="0.61035" RPOGV="1" BPOGX="0.50246" BPOGY="0.62524" BPOGV="1" LPCX="0.34502" LPCY="0.67577" LPD="18.56234" LPS="1.13635" LPV="1" RPCX="0.59291" RPCY="0.66580" RPD="18.09008" RPS="1.14552" RPV="1" LEYEX="-0.04245" LEYEY="-0.03985" LEYEZ="0.72587" LPUPILD="0.00413" LPUPILV="1" REYEX="0.02483" REYEY="-0.03660" REYEZ="0.70316" RPUPILD="0.00398" RPUPILV="1" BKID="0" BKDUR="0.00000" BKPMIN="12" />
